$GPGGA,044625.25,6355.20000,N,09159.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044626.26,6352.20537,N,09159.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044627.27,6352.20537,N,09159.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044628.28,6358.20537,N,09153.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044629.29,6404.20537,N,09147.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044630.30,6410.20537,N,09141.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044631.31,6416.20537,N,09135.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044632.32,6422.20537,N,09129.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044633.33,6428.20537,N,09123.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044634.34,6434.20537,N,09117.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044635.35,6440.20537,N,09111.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044636.36,6446.20537,N,09105.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044637.37,6452.20537,N,09059.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044638.38,6458.20537,N,09053.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044639.39,6504.20537,N,09047.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044640.40,6510.20537,N,09041.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044641.41,6516.20537,N,09035.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044642.42,6522.20537,N,09029.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044643.43,6528.20537,N,09023.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044644.44,6534.20537,N,09017.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044645.45,6540.20537,N,09011.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044646.46,6546.20537,N,09005.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044647.47,6552.20537,N,08959.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044648.48,6558.20537,N,08953.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044649.49,6604.20537,N,08947.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044650.50,6610.20537,N,08941.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044651.51,6616.20537,N,08935.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044652.52,6622.20537,N,08929.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044653.53,6628.20537,N,08923.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044654.54,6634.20537,N,08917.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044655.55,6640.20537,N,08911.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044656.56,6646.20537,N,08905.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044658.58,6652.20537,N,08859.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044659.59,6658.20537,N,08853.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044700.00,6704.20537,N,08847.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044701.01,6710.20537,N,08841.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

$GPGGA,044702.02,6716.20537,N,08835.84983,E,8,3,0.8,236.4,M,46.9,M,1,0001,*FF

